logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30
1.189,1.646,1.471,00000,10000,01111,00110,10100,00110,01111,01101,00101,10100,01111,01111,10100,01111,01111,11000,00100,00111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.894,1.047,0.925,00000,01111,01111,01111,00110,01101,00101,01111,01111,01111,01111,10100,11000,01101,01111,10101,10100,01010,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.591,1.346,1.548,00000,01111,01111,01111,10100,01101,00010,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,00100,01111,01000,01111,11000,00111,01000,11011,11100,11100,11100,11100,11100,11100
2.448,1.87,1.33,00000,01111,00110,01111,00110,01101,00010,01111,11010,01111,00111,01111,00110,10011,11000,01101,01111,00110,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.649,0.598,0.42,00000,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,01111,10101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.58,1.945,1.683,00000,10100,11010,00100,01111,01000,00100,01111,01000,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,01111,01111,01111,11000,00001,11011,11100,11100,11100,11100,11100
1.58,0.823,0.572,00000,10100,01111,00111,01111,00111,01111,00110,01111,00110,01111,00110,11000,00010,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.848,1.421,1.682,00000,01111,01111,00110,01101,00110,10100,01111,00100,01111,01000,01111,01111,01111,01111,01111,01111,11000,01101,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
2.547,1.646,1.398,00000,10100,01111,00111,01111,01101,00010,01111,01111,01111,01111,01111,01111,01111,11000,00100,01111,01111,01111,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.11,2.244,1.908,00000,01111,00110,01111,00110,01111,01101,00101,10101,01111,01111,01111,10100,01111,11000,01101,00110,10100,00110,11000,10100,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.853,1.272,1.329,00000,01111,01111,10011,01111,00110,01111,00110,01101,01111,10101,01111,00110,11000,00001,01111,01010,00010,01111,01111,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.168,2.169,1.566,00000,01111,01111,01101,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.358,2.02,1.648,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01101,01111,10101,01111,00110,11000,00001,11011,11100,11100,11100,11100
1.381,0.673,0.622,00000,01111,10100,10011,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.25,3.142,2.739,00000,01111,10101,01111,00110,01111,01101,00001,01111,01111,01101,01111,01111,10100,00110,01101,11000,10101,01111,01111,00110,11000,10100,01100,11011,11100,11100,11100,11100,11100,11100
1.988,1.72,1.313,00000,01111,00110,00110,01101,11000,01111,10100,01111,01111,00110,01111,00110,01101,11000,10101,01111,01111,00110,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.51,0.823,0.453,00000,10101,00110,01101,01111,10101,01111,00110,01111,00110,01111,00110,11000,00100,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.559,1.197,1.515,00000,01111,00110,00110,01111,10100,01101,01111,01111,01111,01101,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.393,0.898,1.144,00000,01111,01111,01111,01111,01111,00111,01111,01101,01111,10100,00111,01111,01101,01111,10101,00110,11000,01110,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.335,1.346,1.699,00000,01111,01111,01111,01101,01111,01111,01111,01101,11000,01111,01111,01111,00100,01111,01000,10100,01111,00100,01111,01000,10100,01111,11000,00010,01000,11011,11100,11100,11100,11100
2.64,2.02,2.839,00000,10001,01111,01101,01111,10001,01101,01111,10001,01111,01111,01111,00110,01111,00110,01101,01111,01100,01111,00110,11000,00001,01111,10100,11000,10101,11011,11100,11100,11100,11100
1.539,1.87,1.594,00000,01111,10100,01111,00100,01111,01000,01111,00110,01111,01101,01111,10000,00111,10100,00110,11000,00001,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.3,1.571,1.732,00000,01111,01111,01111,01111,01111,01101,01111,01111,01101,11001,10101,11000,00100,01111,01101,00100,01111,00100,01111,01000,10101,01111,11000,10101,01111,00100,01111,01000,10101,11011
1.323,1.047,1.745,00000,10101,01111,10011,01111,01101,01111,01100,00111,01111,00111,10100,00110,01111,01010,00010,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.711,0.374,1.194,00000,01111,10100,01101,01111,01111,01111,01111,00011,01111,10100,10101,01111,01111,01111,11000,01101,01000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.401,1.346,1.363,00000,01111,01111,01101,01111,01111,01101,01111,01111,01111,00110,01111,00110,01101,00100,01111,00110,11000,00100,10101,01111,01111,10101,11000,01110,11011,11100,11100,11100,11100,11100
1.253,1.87,2.002,00000,10100,11010,00100,01111,01000,00100,01111,01000,01111,00111,01111,00110,01111,00110,01101,01111,10101,01111,00110,11000,00001,11010,11000,00010,11011,11100,11100,11100,11100,11100
2.413,2.543,1.8,00000,01111,01111,00110,01111,00110,01111,01101,00111,11010,01111,00110,10100,00110,01101,01111,10101,10100,00110,11000,00001,00110,11000,00110,11011,11100,11100,11100,11100,11100,11100
2.512,2.02,1.938,00000,10100,01111,01111,00110,01101,01111,10000,01111,00110,01101,01111,10000,01111,01101,01111,10101,00110,11000,00101,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.131,0.299,1.682,00000,01111,01111,01101,01111,10100,01101,11010,01111,01111,00110,01111,00110,01101,01111,10101,01111,01101,01111,10101,00110,11000,01110,01111,00100,01111,01000,10101,11011,11100,11100
2.32,1.197,1.162,00000,10100,01111,00111,01111,01101,00101,01111,01111,01111,01111,01111,01111,11000,00100,01111,01111,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.545,2.169,1.722,00000,10101,00110,01101,01111,10101,01111,10100,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.166,1.571,1.143,00000,10101,00110,01101,01111,10101,01111,10100,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.218,0.823,1.194,00000,10101,00110,01101,01111,10101,01111,01111,01111,00110,01111,01101,11001,01111,11000,01101,01111,11000,00001,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
2.005,1.945,1.599,00000,01111,01111,01101,01111,01111,10100,01111,01111,01111,01101,00010,10101,01111,00110,01111,00110,10100,00110,11000,00100,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100
2.53,1.646,1.955,00000,10101,01111,01111,00110,01101,01111,10101,01111,01101,01111,10000,00110,01111,01101,01111,10000,00110,11000,00101,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.717,0.598,1.227,00000,10101,00110,01101,01111,10101,01111,01111,01111,00110,01111,01101,11001,10101,11000,01101,01111,11000,00001,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
1.125,0.972,1.11,00000,01111,10100,01101,01111,01111,01111,00111,01111,00111,01111,00110,11000,00100,10100,00110,10100,11000,01101,01111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.754,1.122,0.623,00000,01111,00110,10100,00110,01111,01101,01110,01111,01111,01111,01111,10100,11000,01101,00110,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.133,1.795,1.667,00000,01111,01101,00010,01111,01111,01111,01111,10100,01111,01111,11000,00100,01111,01111,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.46,1.122,1.463,00000,01111,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,10011,01111,00110,10100,00110,01111,00110,11000,00100,11000,00010,11011,11100,11100,11100,11100,11100,11100
1.207,0.224,1.665,00000,01111,00110,01111,01111,01101,00100,01111,01101,01111,01111,01111,01111,00100,01111,01000,10100,01111,00100,01111,01000,10100,01111,11000,10101,01000,11011,11100,11100,11100,11100
2.162,2.02,2.728,00000,10100,01111,00111,01111,01101,01111,10100,00110,01111,01101,01111,10000,00110,01101,01111,01100,01111,00110,01111,11000,01110,00111,11000,00111,11011,11100,11100,11100,11100,11100
1.894,1.795,1.437,00000,10000,01111,00110,01111,00110,01111,01101,00101,10100,01111,01111,10100,01111,01111,11000,00100,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.597,1.496,1.161,00000,10001,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.096,1.122,1.548,00000,10101,00110,01101,01111,10101,01111,01111,01111,01111,10100,11000,01101,01111,00100,01111,01000,01111,01111,11010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.157,1.795,1.346,00000,01111,10100,01111,01111,01111,01111,01101,10100,01111,00110,01111,00110,01111,01101,01111,10101,00110,11000,00001,01111,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100
1.743,1.72,1.924,00000,10101,00110,10100,01111,00110,01111,00110,01111,01101,01111,10000,00110,11000,00001,01111,11000,00010,10101,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100
1.749,1.795,1.43,00000,01111,01111,01111,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.708,2.394,1.615,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01101,01111,01111,01111,00110,11000,00001,11011,11100,11100,11100,11100
1.107,2.169,1.951,00000,10100,11010,00100,01111,01000,00100,01111,01000,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,01111,01111,11000,00100,01000,11011,11100,11100,11100,11100
2.069,2.169,1.706,00000,10100,01111,00100,01111,01000,01111,00110,01111,00110,01101,01111,10000,01111,00111,01111,00110,11000,00001,11010,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.743,2.319,1.599,00000,01111,01111,10101,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.317,0.224,1.784,00000,01111,10101,01111,01111,10101,01111,01111,10101,01111,01111,10100,01111,01111,01111,01111,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.475,0.449,1.655,00000,10100,01111,00111,01111,01101,01111,10100,00110,01111,01101,01111,10000,00110,01101,01111,10100,01111,00110,01111,11000,01110,00111,11000,00111,11011,11100,11100,11100,11100,11100
1.999,1.87,1.278,00000,10101,01111,00110,01111,01101,00010,10100,01111,00110,01111,00110,01111,00110,11000,00100,00111,01111,00111,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.203,1.87,1.127,00000,01111,01111,01111,01111,00110,01101,01111,10101,01111,00110,01111,00110,11000,00001,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.673,1.122,1.094,00000,10100,01111,01111,01111,00110,10011,01111,00110,01111,00110,01101,01111,10101,01111,00110,11000,00010,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.127,1.87,1.497,00000,01111,10101,01111,00110,01111,00110,01111,10011,01111,00110,01101,00100,01111,11000,00101,01010,01101,01111,01111,10100,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100
1.591,2.394,1.918,00000,10100,11010,00100,01111,01000,00100,01111,01000,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,01111,01111,00110,11000,00001,11011,11100,11100,11100,11100
1.62,1.795,1.396,00000,01111,01111,00110,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.778,1.496,1.615,00000,10101,00110,10100,01111,00110,01111,00110,01111,00110,11000,00100,01111,11000,00101,10101,01111,01111,11010,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.145,2.319,2.52,00000,01111,01111,01101,01111,10100,01111,01111,00110,01111,00110,01101,01111,10010,01111,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.414,0.299,1.547,00000,10100,01111,01101,00100,01111,00100,01111,01000,10101,01111,11010,01111,01111,01101,00100,01111,00100,01111,01000,10101,01111,11000,00100,11000,10100,11011,11100,11100,11100,11100
1.265,0.075,1.648,00000,10101,01111,00110,01111,00110,01101,10100,01111,01101,01111,10101,01111,01111,01111,10100,01111,11000,00001,01111,00110,11000,00111,10101,11011,11100,11100,11100,11100,11100,11100
0.181,0.748,1.496,00000,01111,01111,00110,10100,01101,00100,01111,10101,01111,01111,10101,01111,00100,01111,01000,10011,01111,11000,10100,01000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.708,2.394,1.615,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01111,01101,01111,01111,00110,11000,00001,11011,11100,11100,11100,11100
1.16,0.15,1.631,00000,01111,00110,01111,01111,01101,11001,01111,01111,00110,01111,00100,01111,01000,10100,01111,00100,01111,01000,10100,01111,11000,10101,01000,11011,11100,11100,11100,11100,11100,11100
1.58,1.795,1.127,00000,01111,00110,10100,00110,01111,01101,00010,10101,01111,01111,01111,01111,10100,01111,11000,00100,00110,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.203,2.319,1.53,00000,01111,01111,00110,01111,00110,01101,00111,10101,01111,00110,10100,00110,01101,01111,10101,10100,00110,11000,00001,01111,00110,11000,00110,11011,11100,11100,11100,11100,11100,11100
1.69,0.898,1.33,00000,01111,01111,00011,01111,01111,01111,01111,00110,11010,01111,01010,01101,01111,01101,01111,10100,00111,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.075,1.496,1.093,00000,01111,00110,01111,01111,00110,01111,00110,01101,00100,01111,00110,11000,00100,10101,01111,01111,10101,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.064,0.524,1.396,00000,01111,10100,10100,00110,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,11010,01111,11000,00101,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.329,1.646,1.127,00000,01111,01111,00100,01111,01000,10100,01111,01111,00110,01111,00110,01111,01101,11000,01111,10100,00110,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.845,0.972,1.261,00000,10101,00110,01101,01111,10101,01111,01111,01111,01111,01111,01101,11001,10101,11000,01101,01111,11000,00001,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
2.186,2.693,1.992,00000,01111,10101,01111,00110,01111,01101,00001,01111,01111,01101,01111,01111,10100,00110,01101,11000,10101,01111,01111,00110,11000,10100,10000,11011,11100,11100,11100,11100,11100,11100
1.335,0.673,0.168,00000,10100,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.414,0.748,2.052,00000,01111,01111,01101,01111,01111,01111,01101,00100,01111,00100,01111,01000,10101,10100,01111,00100,01111,01000,01111,01111,11000,01101,11010,11000,10100,00100,01111,01000,01000,11011
1.819,0.673,0.589,00000,10100,01111,00111,01111,00110,01111,00110,01111,00110,11000,00100,01111,01111,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.125,1.197,0.656,00000,01111,00110,10100,00110,01111,01101,01110,10101,01111,01111,10100,01111,11000,11001,00110,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.83,0.598,0.472,00000,01111,10100,01111,01111,01111,01111,01111,01101,11001,01111,11000,01101,01111,11000,00001,01111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.384,2.244,1.582,00000,01111,01111,10100,01111,01111,01111,01111,01101,10100,01111,00110,01111,00110,01111,01101,01111,10101,00110,11000,00001,01111,11000,00111,11011,11100,11100,11100,11100,11100,11100
0.828,0.598,1.026,00000,10100,01111,00110,01111,00110,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,01111,00110,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.912,1.72,1.616,00000,01111,11010,01111,00110,01111,00110,01101,00101,10100,01111,00111,01111,01111,10100,11000,01101,01111,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.55,0.15,0.253,00000,01111,01111,01111,01111,01101,01111,10100,00111,01111,01101,01111,01111,01111,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.55,0.449,0.387,00000,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,10100,01111,10100,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.023,2.094,1.295,00000,10101,01111,00111,01111,00110,01101,00010,10101,01111,00110,01111,00110,01111,00110,11000,00100,01111,00111,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.69,1.496,1.094,00000,01111,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.238,0.823,1.615,00000,01111,01111,10100,01101,01111,01111,10100,00111,01111,00110,01111,00110,01101,00100,01111,00100,01111,01000,10101,01111,00110,11000,00101,11011,11100,11100,11100,11100,11100,11100
1.912,2.693,1.958,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01101,01111,10000,01111,00110,11000,00001,11011,11100,11100,11100,11100
2.483,0.748,1.179,00000,01111,10100,01101,01111,01111,01111,01111,01111,01111,01111,01111,11000,00100,01101,01111,01111,01111,11000,00100,01101,01111,01111,01111,11011,11100,11100,11100,11100,11100,11100
1.906,1.87,1.548,00000,01111,10101,01111,00110,01111,00110,01111,00110,11000,00100,01111,01111,01111,01111,10100,01111,11000,01101,01111,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.122,1.945,1.296,00000,10100,01111,00111,01111,01101,00010,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,01111,01111,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.215,1.646,1.179,00000,01111,11010,01111,00110,01111,00110,01101,00001,01111,01111,01101,01111,01111,10100,01111,00110,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.813,2.094,1.38,00000,01111,01111,00110,01111,00110,01101,10101,01111,00110,11000,00100,01111,01111,01101,01111,01111,10100,10101,01111,10101,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100
1.096,0.0,1.076,00000,10100,01111,00110,01111,00110,10100,00110,01101,01111,10100,10100,00110,01101,01111,10100,01111,11000,01110,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.207,1.197,1.605,00000,10100,01111,00110,01111,00110,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,01111,00110,11000,00010,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.853,2.02,1.329,00000,01111,10101,01111,00110,01111,00110,10011,01111,00110,01101,11001,01111,01111,10100,01111,11000,01110,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.603,1.945,1.396,00000,10101,01111,01111,01111,01111,00110,01101,01111,10101,01111,00110,01111,00110,11000,00001,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.407,2.618,1.873,00000,10101,01111,00111,01111,00111,01111,00110,11000,00100,10101,01111,00110,01111,00110,01111,00110,11000,00100,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.921,0.673,1.395,00000,10100,01111,00110,01111,00110,01111,00110,11000,00100,01111,00100,01111,01000,10100,01111,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.6,2.244,1.447,00000,10101,01111,00110,01111,00110,01101,10101,01111,00110,01111,00110,01111,00110,10100,00110,11000,00100,01111,00110,11000,00110,11011,11100,11100,11100,11100,11100,11100,11100,11100
0.554,0.0,1.311,00000,01111,10100,01111,00100,01111,01000,10101,10100,01101,00100,01111,01101,01111,01111,01000,01111,00100,01111,01000,10100,01111,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.696,1.197,0.69,00000,01111,01111,01111,00110,01101,01110,01111,01111,01111,01111,10100,11000,01101,10101,10100,01010,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.352,1.496,0.892,00000,01111,00110,10100,00110,01111,01101,00101,10101,01111,01111,01111,10100,01111,11000,01101,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.591,1.571,1.093,00000,01111,10100,01111,00111,01111,00110,01111,00110,01111,00110,11000,00100,01111,00100,01111,01000,10101,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.626,1.72,1.547,00000,01111,01111,00100,01111,01000,10100,01111,00111,01111,01101,01111,10101,00110,01111,00110,01111,00110,01111,11000,00100,00111,11000,10101,11011,11100,11100,11100,11100,11100,11100
0.921,0.673,1.395,00000,10100,01111,00110,01111,00110,01111,01101,10100,01111,00100,01111,01000,10100,01111,01111,00100,01111,01000,10101,00110,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100
1.918,1.646,1.364,00000,10100,01111,00111,01111,01101,00100,01111,01111,01111,11000,11000,01111,01111,11010,01111,00110,01111,01010,01101,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.475,0.374,1.581,00000,10101,00110,01101,00010,10101,01111,10100,01111,01111,01111,11000,11001,01000,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.463,0.673,1.094,00000,01111,00011,01111,01111,01111,01111,00110,11010,01111,01010,01101,01111,01101,01111,10100,00111,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.591,0.972,1.076,00000,01111,01111,00110,01111,00110,01111,00111,01111,01101,01111,10100,00111,01111,01101,01111,10101,00110,11000,10100,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.495,2.244,1.447,00000,10100,01111,01111,01101,00101,01111,00110,01111,00110,01111,00110,11000,00100,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.133,1.197,1.565,00000,01111,00110,01111,00110,01111,00110,01101,01111,01111,01111,01101,01101,01111,01111,11000,11000,01111,01101,01111,01111,01101,01111,10101,01111,11000,10101,01000,11011,11100,11100
1.329,2.468,1.884,00000,10101,01011,00100,01111,01000,01101,00010,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,00110,10011,10100,00111,11000,01101,11011,11100,11100,11100,11100,11100,11100
