logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30
1.086,1.047,1.607,00000,10101,10000,01000,10000,01110,10000,10101,00111,10000,00111,01110,11001,10000,01001,10000,00111,10000,11001,01111,01000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.736,1.795,1.775,00000,10101,10000,10000,10101,10000,10000,00111,10000,00111,10000,00111,10000,00111,10000,11001,00101,00111,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.193,1.496,1.272,00000,10000,00111,10101,00111,10000,01110,00110,10110,10000,10000,10000,10101,10000,11001,01110,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.969,0.0,1.425,00000,10101,10000,00111,10000,00111,10101,00111,01110,10000,10101,10101,00111,01110,10000,10101,10000,11001,01111,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.492,0.299,0.951,00000,10000,10000,10101,10000,10000,10000,10000,10000,10000,11001,00001,01001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.568,1.72,2.317,00000,10101,10000,01000,10000,01110,10000,10101,00111,10000,00111,01110,10000,01101,10000,00111,10000,11001,00001,01000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.497,1.795,1.901,00000,10000,10000,01110,10000,10000,10101,10000,10000,01110,10000,10110,10000,10110,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.253,1.795,2.457,00000,01101,10000,00111,10000,00111,10000,10100,10000,00111,01110,00101,10000,11001,00110,01011,01110,10000,10000,10101,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101
1.426,0.15,0.67,00000,10000,10000,00101,10000,01001,10000,00111,10000,00111,10000,01000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.452,0.598,0.88,00000,10110,10000,00111,10000,00111,10000,00101,11010,00111,11001,00101,10000,10000,10110,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.086,1.272,1.551,00000,10000,10101,10000,00111,10000,00111,01110,10101,10100,10000,00111,10000,00111,10000,00111,11001,00110,11001,00101,10000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
2.152,1.945,1.633,00000,10000,10101,10000,10000,00111,10000,00111,01110,10000,10001,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.162,0.598,1.705,00000,10110,10000,00111,10000,00111,01110,00110,10000,10000,10101,10000,10000,10110,11001,00101,10000,00111,11001,10101,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.67,0.299,0.936,00000,10000,10110,10000,10000,00111,10101,01110,10000,10000,10000,00101,10000,01001,10101,01011,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.035,0.673,1.229,00000,10101,10000,01000,10000,00111,10000,00111,10000,00111,11001,00101,10000,00101,10000,01001,10100,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.401,1.346,1.817,00000,10000,10000,10000,10101,01110,00010,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,00101,10000,01001,10000,11001,01000,01001,11100,11101,11101,11101,11101,11101,11101
1.817,2.169,1.948,00000,10101,10000,00101,10000,01001,10000,00111,10000,00111,01110,10000,10001,10000,01000,10000,00111,11001,00001,11011,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.842,0.374,1.215,00000,10000,10000,00111,10000,00101,10000,01001,10110,10000,00111,10000,00111,10000,00111,11001,10110,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.299,0.748,1.634,00000,10110,00111,10000,00111,10000,00101,10000,01001,10000,00111,01110,10000,10110,10000,00111,10000,01110,10000,10110,00111,11001,01111,11001,01000,11100,11101,11101,11101,11101,11101
1.807,0.823,1.119,00000,10000,10101,10000,10000,10000,10000,10000,01110,11010,10000,11001,01110,10000,11001,00001,01110,10000,10000,10000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.02,1.496,1.437,00000,10101,10000,10000,00111,10000,01110,10000,10001,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.665,1.047,1.3,00000,10000,10000,10000,00111,01110,00110,10000,10000,10000,10000,10101,11001,01110,10000,10110,10101,01011,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.964,2.244,2.027,00000,10101,10000,01000,10000,01110,01111,10000,00111,10000,00111,10110,11001,01110,10000,10000,10000,00111,11011,10000,01011,01110,11001,00111,11100,11101,11101,11101,11101,11101,11101
1.33,0.823,0.907,00000,10110,00111,01110,10000,10110,10000,00111,10000,00111,10000,00111,11001,00101,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.944,1.795,2.416,00000,10000,10000,10000,10000,10000,10101,10000,10000,00111,10000,01110,10000,10001,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.934,2.319,1.802,00000,10000,10000,00111,10000,00111,01110,01000,10110,10000,00111,10101,00111,01110,10000,10110,10101,00111,11001,00001,10000,00111,11001,00111,11100,11101,11101,11101,11101,11101,11101
1.152,0.748,1.355,00000,10110,00111,01110,10000,10110,10000,10000,10000,00111,10000,10000,11001,00101,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.7,0.449,1.118,00000,10000,10101,01110,10000,10000,10000,10000,00111,10101,01110,10000,10000,10000,00101,10000,01001,10101,01011,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.842,1.945,1.649,00000,10000,00111,10000,00111,01110,00010,10000,11011,10000,00111,10100,10101,01000,11001,01110,10000,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.685,0.224,1.019,00000,10110,00111,10000,00111,10000,00111,10000,00111,10000,00111,11001,00101,10110,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.594,0.673,1.578,00000,10000,10000,10110,10101,00111,01110,10000,10110,10000,01011,00101,10000,10000,01110,10000,10101,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.507,0.374,1.26,00000,10110,00111,01110,10000,10110,10000,01110,10000,10001,01110,10000,10001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.934,1.87,1.468,00000,10000,10000,10000,10000,00111,10000,00111,01110,00101,10000,00111,11001,00101,10110,10000,10000,10110,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.578,1.122,0.867,00000,10000,10000,01110,10000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.416,1.346,1.361,00000,10110,00111,01110,11001,10000,10001,10101,10000,00111,10000,00111,10000,01000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.34,1.795,1.523,00000,10000,10000,01110,10000,10000,10110,10000,01000,10110,10000,00111,11001,01110,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.279,1.197,1.733,00000,10000,10000,00111,01110,00011,10101,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,11001,11010,10000,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101
1.66,1.646,1.907,00000,10001,10000,01000,10000,00111,01110,10101,10000,10000,10000,10000,10000,10000,11001,00101,10101,11001,01110,10000,01000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.817,2.319,1.832,00000,10000,10000,10000,10000,00111,10000,00111,10000,00111,11001,00101,10101,10000,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.842,1.945,1.649,00000,10000,00111,10000,00111,01110,00010,10000,11011,10000,10101,00111,10100,10101,01011,01110,10000,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.802,1.047,1.593,00000,10000,10110,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,10000,00111,11001,00101,10000,01000,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.695,0.898,1.384,00000,10000,00111,10000,00111,10000,00111,01110,01111,10100,10000,11001,01110,00111,11001,00110,10000,10000,10101,10000,11001,00110,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.416,0.748,0.894,00000,10000,10000,10000,10101,10000,00111,10000,00111,10000,11001,00101,01001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.553,1.496,1.929,00000,10000,10000,00111,01111,11001,10000,10101,10000,00101,10000,01001,10000,10000,10000,01110,10000,10000,01110,10000,10000,10000,11001,00101,10000,00101,10000,01001,10110,11100,11101
1.624,0.673,2.499,00000,10000,10000,00111,01111,11001,10000,10101,10000,00101,10000,01001,10000,01110,10000,10000,10000,10000,11001,11010,01110,10000,10001,10001,10000,00101,10000,01001,10110,11100,11101
2.066,0.374,0.978,00000,10000,10000,00111,10000,01000,10000,00111,10000,00111,10000,00111,11001,00010,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.66,1.047,1.384,00000,10000,00111,10000,00111,10000,00101,11010,00111,11001,00101,10000,00111,10101,11001,00101,10000,10000,10101,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.68,1.496,1.845,00000,10000,10101,10000,10000,10000,10000,10110,10000,00111,01110,10000,10110,10000,00111,10000,00111,11001,00001,10000,11001,10110,11001,00111,11100,11101,11101,11101,11101,11101,11101
1.416,1.795,1.845,00000,10101,10000,00101,10000,01001,10000,01110,10101,10000,10000,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,10110,11001,10101,11100,11101,11101,11101,11101,11101,11101
0.609,0.224,0.755,00000,10000,10101,10000,10101,10000,00111,11001,01110,10000,10000,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.995,0.0,1.607,00000,10000,00111,10000,10000,01110,10000,10000,01110,00110,10000,00111,10000,00111,10000,00111,11001,00101,10110,10000,11001,10101,01001,11100,11101,11101,11101,11101,11101,11101,11101
1.259,1.346,1.118,00000,10000,10000,01110,10000,10000,10101,10000,10000,10000,00111,10100,10000,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.426,0.748,0.726,00000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,10010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.228,0.0,0.474,00000,10110,00111,10000,00111,10000,00111,10101,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.695,0.898,1.439,00000,10000,10000,00111,10000,00101,10000,01001,10110,10000,00111,10000,00111,01110,10000,10110,10000,00111,11001,10101,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.7,1.197,1.58,00000,10000,10101,10000,00111,01110,10110,10000,00111,10000,00111,10000,00111,11001,00101,11001,00110,10000,10000,10101,10000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101
1.472,1.047,1.761,00000,10110,10000,10000,00111,10101,10000,01110,01000,10000,01000,10000,00111,10000,00111,10000,00111,11001,00101,11001,00010,01000,11001,01000,11100,11101,11101,11101,11101,11101,11101
1.218,0.224,0.779,00000,10110,00111,01110,10000,10110,10000,01110,10000,10001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.35,2.244,1.829,00000,10000,10000,10101,10000,10000,00111,10000,00111,01110,10000,10001,10000,00111,11001,00001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.05,0.972,1.747,00000,10000,10000,00111,10000,00111,10000,00111,10000,00111,11001,00101,10000,01000,10000,10000,10000,10101,11001,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.355,1.87,1.856,00000,10000,10101,10000,00101,10000,01001,10000,00111,10000,01110,10000,10001,01000,10101,00111,11001,00001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.589,2.094,2.75,00000,10110,00111,10101,10000,00111,10000,00111,01110,10000,01101,10000,00111,11001,00001,10000,11001,00010,10110,10000,10000,10110,11001,01110,11100,11101,11101,11101,11101,11101,11101
1.411,1.496,1.523,00000,10000,10000,10000,00101,10000,01001,10000,00111,01110,10000,10110,10000,00111,01110,10000,10000,10110,10000,11001,01111,01001,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.091,2.244,1.846,00000,10000,10000,10101,10000,10000,10000,10000,01110,10101,10000,00111,10000,00111,10000,01110,10000,10110,00111,11001,00001,10000,11001,01000,11100,11101,11101,11101,11101,11101,11101
1.188,1.87,1.677,00000,10000,10000,00111,10000,00111,01110,10101,10000,00101,10000,01001,10101,10000,10000,00101,10000,01001,10110,10000,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.487,1.496,1.44,00000,10000,10000,00111,10000,00111,10000,00111,11001,00101,10101,10000,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.269,1.571,1.593,00000,10101,00011,10000,00111,10000,00111,10000,00111,11001,00101,10101,10000,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.675,1.87,1.789,00000,10000,00111,01110,00110,10000,00111,10101,00111,10101,00111,11001,00101,10000,10000,10000,10000,01110,01110,10000,10000,11001,00111,10101,11001,00001,11100,11101,11101,11101,11101
1.502,2.394,1.872,00000,10000,10000,00101,10000,01001,10101,01110,00001,10000,10000,00101,10000,01001,10110,10000,00111,10000,00111,10000,01110,10000,10000,00111,11001,00001,11100,11101,11101,11101,11101
1.7,1.795,1.803,00000,10000,10110,10000,00111,10000,00111,10000,00111,01110,01111,10100,10000,11001,01110,00111,11001,00110,10000,10101,10000,10000,11001,00110,11100,11101,11101,11101,11101,11101,11101
0.731,0.524,1.02,00000,10000,10000,01110,10000,10110,10000,10000,10000,10000,01110,11001,10000,10110,10110,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.594,0.673,1.578,00000,10000,10000,10000,01110,10000,10110,01000,10110,10000,01011,00101,10000,10000,01110,10000,10101,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101
0.157,0.673,1.761,00000,10000,10000,00111,10101,01110,00101,10000,10110,10000,10000,10101,10000,00101,10000,01001,10100,10000,11001,10101,01001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.431,0.673,1.845,00000,10000,10110,10000,00101,10000,01001,10000,00111,10000,01110,10000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.685,1.646,1.664,00000,10101,10000,01000,10000,01110,00101,10000,10000,10000,11001,11001,10000,10000,11011,10000,00111,10000,01011,01110,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.614,0.898,0.866,00000,10000,10000,00101,10000,01001,10101,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.02,1.496,1.437,00000,10101,10000,10000,00111,10000,00111,10000,01110,10000,10001,00111,11001,00001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.568,0.374,1.859,00000,10000,10000,10110,10000,00101,10000,01001,10000,01110,00010,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,10110,11001,00010,11100,11101,11101,11101,11101,11101,11101
0.736,1.346,1.62,00000,10110,00111,10000,01000,10101,01110,00110,10000,00111,10000,00111,10000,00111,11001,00101,10000,00101,10000,01001,10100,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.929,2.094,1.608,00000,10000,10101,01110,10000,10000,10000,10000,10000,00111,10100,10000,00111,10000,00111,10000,00111,11001,00110,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.655,2.244,1.761,00000,10110,00111,01110,00010,10101,10000,00111,10000,00111,10000,01000,11001,00101,10000,00111,10000,00111,10000,01000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.365,1.496,1.664,00000,10000,10000,10000,10000,10000,10000,01000,10000,01110,10000,10101,01000,10000,01110,10000,10101,00111,11001,01111,10000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101
2.02,1.496,1.437,00000,10101,10000,10000,00111,10000,00111,01110,10000,10001,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.797,1.122,1.104,00000,10000,10110,10000,00111,10000,00111,01110,10000,10000,10000,00111,11001,00001,10110,10000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.152,0.0,1.285,00000,10110,10000,00111,10000,00111,01110,00101,10000,00111,11001,00101,10110,10000,10101,10000,10000,11001,00110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.644,2.094,1.649,00000,10000,10110,10000,00111,10000,00111,10100,10000,00111,01110,11010,10000,10000,10110,10000,11001,01111,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.751,0.972,1.578,00000,10110,00111,01110,10000,10110,10000,10000,10000,10000,10000,01110,11010,10110,11001,01110,10000,11001,00001,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101
2.111,2.618,2.088,00000,10110,10000,01000,10000,01000,10000,00111,11001,00101,10110,10000,00111,10000,00111,10000,01110,10000,10001,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.71,1.421,1.063,00000,10000,10101,10000,01110,10000,10000,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.589,1.646,1.412,00000,10000,10000,10000,00111,10000,00111,10000,01110,01111,10000,01000,10000,10000,10101,11001,01110,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.518,0.823,2.088,00000,10000,00011,10000,00111,10000,01110,00110,10110,10000,10000,10000,10101,10000,11001,01110,00111,10101,00111,11001,10101,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.106,1.87,2.194,00000,10101,11011,00101,10000,01001,00101,10000,01001,10000,01000,10000,00111,10000,00111,01110,10000,10110,10000,00111,11001,00001,11011,11001,00010,11100,11101,11101,11101,11101,11101
1.122,1.646,2.485,00000,10101,10000,00111,10000,00111,01110,00110,11011,01110,10000,10101,00101,10000,01001,01001,10000,00111,11001,00010,01101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.873,0.972,1.747,00000,10110,10000,10000,00111,10000,00111,10000,00111,10000,00111,10000,11001,00101,01000,10000,11001,00110,00111,10100,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.908,0.224,0.782,00000,10000,00111,10000,00111,10000,01000,10000,00111,10000,11001,00101,00111,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.401,1.571,1.439,00000,10000,10101,10000,01000,10000,00111,10000,00111,10000,00111,11001,00101,10000,00101,10000,01001,10110,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.467,2.169,1.719,00000,10000,10000,01110,10000,10000,10000,10110,10000,01000,10110,10000,00111,11001,01110,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
