Molecule,SELFIES,SMILES,LogP,QED,MW,Validity
46,[C][C][C][C][C][Branch1][C][C][O][C][=N][Ring1][Branch1][C][C][C][C],CCCCC1(C)OC=N1,1.95,0.57,127.1,Valid
47,[C][C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C],CCCCCCCC(C)CCCCCCCCCCCCCCCCCCCCCOC,11.43,0.11,452.5,Valid
48,[=S][PH1][#Branch2][=N][Ring1][#C][=N][PH1][Branch2][#Branch1][Br][S][S][O][C][=C][Ring1][Branch1],S[PH1]=C=N[PH1]S1SOC=C1,2.99,0.25,229.91,Valid
49,[C][C][C][C][C][C][C][=C][C][=C][C][=N][C][=C][C][I][Ring2][=N][Ring1][Branch1][=C][C][C][C][=C][S][Ring1][Br][=C][Branch1],CCCCCCC=CC=CC=NC=CCI,5.09,0.18,331.08,Valid
50,[C][C][C][Branch1][C][C][C][C][O][C][Branch1][C][C][C][O][C][=C][C][Branch1][C][C][C][C][C][C][C][C][C][Branch1][O][C][P][Cl][#Branch1],CCC(C)CCOC(C)COC=CC(C)CCCCCCCCPCl,7.56,0.14,392.26,Valid
51,[C][=P][Br][NH1][C][Branch1][C][C][C][C][C][C][C][C][C][C][H][NH1][C][Ring2][H][S][=O][=N][Ring1][Branch1][C][Ring1][N],C=PBr,1.67,0.43,123.91,Valid
52,[C][C][C][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][C][=PH1][PH1][=S][C][=C][I][Cl][N],CCCCCCC(O)CC(C)C=[PH1][PH1]=SC=CI,5.05,0.22,420.03,Valid
53,[O][C][=C][C][=C][C][=C][N][C][Branch1][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][O],OC=CC=CC=CNC(C)C(C)CCCCCCCCCCO,5.25,0.22,323.28,Valid
54,[C][Branch1][C][C][C][N][=C][N][Branch1][C][C][Branch1][C][C][C][C][C][O][C][C][C][=C][#N][Cl][=S][Br][O][=P][Branch1][C][=C][Ring1][=Branch1][C],C(C)CN=CN(C)CCCCCOCCC=C=NCl,3.31,0.31,287.18,Valid
55,[C][C][C][C][C][C][Branch1][C][C][O][C][C][C][C][C][=C][NH1][C][=N][Ring1][=Branch1][C][C][Branch1],CCCCCC(C)OCCCC1C=C[NH1]C=N1,3.27,0.63,238.2,Valid
56,[C][C][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][Branch1][C][C][C][C][Br][N][Branch1],CCCCC=CC1=C(C)C=C1CCCCBr,5.55,0.4,282.1,Valid
57,[C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch1][C][=Branch2][Branch1][C][=C][Ring1][=N][N][N],C1C(C)=C(C)C=CC=CC=C1NN,2.19,0.47,176.13,Valid
58,[C][C][C][C][C][Branch1][C][O][C][=C][Ring1][=Branch1][NH1][C][=C][NH1][S][=S],CCC1CC(O)C=C1[NH1]C=C[NH1]S=S,0.5,0.52,232.07,Valid
59,[C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring1][Branch1],CCCC(C)CCCCCCCC1CCC=C1,6.12,0.32,236.25,Valid
60,[O][#Branch1][=N][=N][N][N][C][C][C][C][C][=C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][N][Ring1][#Branch2],O(NNNCCCCC=CC1=O)C(C)(C)CCCCN1,1.32,0.54,284.22,Valid
61,[C][C][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][C][C][=C][NH1][NH1][=C][#Branch1][PH1][PH1][N][Ring1][=S][=N],CCCC(C)CCCCCC(O)CCCCCC=C[NH1][NH1]C([PH1]1)N1N,4.36,0.1,372.3,Valid
62,[C][C][C][C][=C][NH1][N][C][Branch1][C][N][Ring1][=Branch1][C][C][C][=C][C],CCC1C=C[NH1]NC1(N)CCC=CC,1.65,0.6,195.17,Valid
63,[C][C][C][C][C][=Branch1][C][N][=N][S][O][C][=C][Ring1][#Branch1][Ring1][=Branch1],CCCCC1(N2)NSOC=C12,1.5,0.38,172.07,Valid
64,[C][C][Branch1][C][C][=C][Branch1][C][C][C][C][C][C][C][C][C][=S][#N][Branch1][C][=C][NH1][NH1][C][=N][=P][=C][NH1][C][#Branch1][Branch2][S],CC(C)=C(C)CCCCCCC=S#N,4.43,0.29,213.16,Valid
65,[C][Branch1][C][C][C][C][=C][C][=C][C][=C][C][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][=P][C][#C][#C][=S][#Branch1][C][Branch1][C][=C][NH1],C(C)CC=CC=CC1=CCC=C1CCCCCCC=PC#CC=S(C)[NH1],7.1,0.12,386.21,Valid
66,[C][N][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][#Branch1][Ring1][Branch1],CNCC(C)CCCCCCCCCCC(C)C,5.4,0.43,255.29,Valid
67,[C][C][Branch1][C][C][C][C][=C][Ring1][#Branch1][O][C][Branch1][C][C][C][C][C][C][C][C][C][C][Br][PH1][H][#C],C1C(C)CC=C1OC(C)CCCCCCCCBr,5.83,0.36,316.14,Valid
68,[C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][=C][NH1][H][Branch1][=N][=C][=O][O][C][Branch1][C][=C][Ring1][Ring1][=C][C],CC(C)(C)CCCCCCCCCC=C[NH1][H],5.02,0.55,225.25,Valid
69,[C][C][=C][C][=C][Ring1][#Branch1][O][O][C][C][C][=N][C][=C][Ring1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][C][#N][=S][=Ring1][O],C1C=CC=C1OOCC2C=NC=C2C=3C(C)CCCCCC(N)=S=3,3.96,0.47,346.17,Valid
70,[O][C][C][=C][C][=C][Branch1][C][=C][Ring1][=Branch1][C][=O][N][=C][Branch1][C][Cl][Cl][C][Branch1][C][=C][C][=N][Ring1][#Branch2],O1CC=CC=C1C,1.48,0.44,96.06,Valid
71,[C][=C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][=C][Ring1][Branch1],C=CC(C)CC(C)CCCC1CCC=C1,4.97,0.52,206.2,Valid
72,[O][C][C][=C][C][Br][=N][Ring1][=Branch1][C][=O][C][C][=C][C][=C][NH1][C][S][=O][O][C][=Branch1][C][=O][Branch1],OCC=CCBr,0.93,0.46,149.97,Valid
73,[C][C][C][O][C][C][C][C][Branch1][C][O][C][C][C][C][C][C][C][Branch1][C][Branch1],CCCOCCCC(O)CCCCCCC,3.91,0.51,230.22,Valid
74,[C][N][C][C][=C][C][=C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][NH1][C][Branch1],CNCC=CC=CCC(C)CCCCCCCCCCCCCCCCCC=C[NH1]C,8.71,0.12,432.44,Valid
75,[C][C][C][C][C][Branch1][C][C][O][C][C][C][C][C][C][=C][Ring1][Branch1][C][#Branch1][C][O][C][N][=N],CCCCC(C)OCCC1CCC=C1C(O)CN=N,3.7,0.47,268.22,Valid
76,[C][C][C][C][C][=C][Ring1][Branch1][C][C][C][=N][C][=C][C][C][=Branch1][C][=O][O][=C][NH1][NH1][=Branch1][C][=C][NH1][C][=C][Branch1][C][Branch2][=Branch2][NH1],CC1CCC=C1CCC=NC=CCC(=O)OC[NH1][NH1]C=C[NH1]C=C[NH1],2.51,0.13,346.22,Valid
77,[C][C][C][C][C][=C][C][Branch1][C][C][C][=C][C][=Branch1][C][=O][N][C][=C][NH1][C][=S][O][Branch2],CCCCC=CC(C)C=CC(=O)NC=C[NH1]C=SO,2.8,0.17,284.16,Valid
78,[N][Branch1][C][C][C][=Branch1][Branch2],N(C)C,-0.16,0.4,45.06,Valid
79,[C][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],CCC(C)CCCCCC(C)CCCCCCCCCCCCCCCCO,9.46,0.17,396.43,Valid
80,[C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring1][Branch1],CCCC(C)CCCCCCCC1CCC=C1,6.12,0.32,236.25,Valid
81,[C][C][=C][C][=C][Branch1][Ring1][Branch1][Ring1][Branch1][C][C][C][=C][C][=C][#Branch2][Br],C1C=CC=C1CCC=CC=C,3.4,0.53,146.11,Valid
82,[C][C][Cl][#Branch1][O][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][N][Ring1][=Branch1][Ring1][=Branch1][C][F][C][=C][Ring1][=Branch1][Branch1],CCCl,1.25,0.37,64.01,Valid
83,[O][C][=C][C][Branch1][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][Ring2][NH1][=Ring1][#Branch1][O][=C][N][N],OC=CC(C)C(C)CCCCCCCCCCCC=CCNN,5.64,0.11,324.31,Valid
84,[C][C][Cl],CCCl,1.25,0.37,64.01,Valid
85,[C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring1][=Branch1][C],CC(C)(C)CCCCCC1CCCC=C1C,5.73,0.41,222.23,Valid
86,[C][C][C][C][C][C][C][C][C][=C][C][Branch1][C][C][C][C][N],CCCCCCCCC=CC(C)CCN,4.28,0.42,211.23,Valid
87,,N/A,,,,
88,[C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C][C][N][C][=C][Ring1][Branch1][C][=Branch2][N],CCCC(C)CCCCCCCCCCCN(C)C1CNC=C1C,6.13,0.36,336.35,Valid
89,[C][Ring1][#Branch2][Br],CBr,1.01,0.39,93.94,Valid
90,[C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][O][C][Branch1][C][C][C][C][C][C][O][C][#Branch1][C][=O][P][Br][Br][=N],CCCCC(C)CCCCCCCCOC(C)CCCCOC(=O)PBr,8.24,0.15,452.21,Valid
91,[C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring1][=Branch1][C][Cl][Cl][C][C][N][Branch1],CCCCC(C)CCCCCC1CCCC=C1CCl,6.73,0.24,284.23,Valid
92,[C][C][C][C][C][Branch1][C][C][C][O][C][C][C][C][#Branch1][H][#Branch1][=Ring1][C][=PH1][=Ring1][=N][Ring1][Branch1][C][C][=Branch1][=C][NH1][N][Branch1][N][H][Ring2],CC=1CCC(C)COCC2CC(C)[PH1]=12,3.0,0.56,214.15,Valid
93,[C][C][C][C][Branch1][C][C][C][C][C][O][C][C][C][C][=C][Ring1][Branch1][C][C][=C][Ring1][=Branch1][Ring1][=Branch1][C][C][=C][#Branch1][C][C][C][S][P],CCCC(C)CCCOC1CC=2C=C1CC=C=2,4.4,0.47,232.18,Valid
94,[C][C][Branch1][C][O][C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][O][C][Branch1][C][C][NH1],CC(O)CCCCCCC(C)CCCCOC(C)[NH1],4.16,0.51,272.26,Valid
95,[C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][P][Br][Branch1][C][O][C][C][C][C][C][C][Branch1][C][C][=C][H][#Branch1],CCCCC(C)CCCCCCCCCPBr,6.92,0.25,322.14,Valid
96,[C][Branch1][=Branch2],C,0.64,0.36,16.03,Valid
97,[C][C][C][PH1][=N][Ring1][Branch1][C][=Ring1][#Branch1],C1CC[PH1]=N1,1.25,0.4,88.03,Valid
98,[C][Branch1][C][C][C][C][C][C][O][C][=C][C][=C][C],C(C)CCCCOC=CC=CC,3.67,0.32,168.15,Valid
99,[C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][Cl][C][Branch1][C][Branch1][O][C][Ring1][Branch1][Cl][=O][=P],CCCCC(C)CCCCCCCCCCCl,6.56,0.26,260.23,Valid
100,[C][C][C][C][C][Branch1][C][O][=C][C][C][C][C][C][=C][NH1][C][=N][Ring1][Branch1],CCCCC(O)=CCCCCC1=C[NH1]C=N1,3.75,0.52,222.17,Valid
